fecha,valor_real,valor_predicho,error,error_absoluto
2024-06-02,18.445516,18.404118,0.04139841577148573,0.04139841577148573
2024-06-03,19.12908,18.422926,0.7061540509033186,0.7061540509033186
2024-06-04,19.432706,18.644758,0.7879477755126949,0.7879477755126949
2024-06-05,19.057103,18.993757,0.06334575207519677,0.06334575207519677
2024-06-06,19.060509,19.073097,-0.012588229003906548,0.012588229003906548
2024-06-07,19.747346,19.065948,0.6813975136718753,0.6813975136718753
2024-06-08,19.912969,19.353508,0.5594610043945316,0.5594610043945316
2024-06-09,19.912969,19.673435,0.23953378881835974,0.23953378881835974
2024-06-10,19.762465,19.825996,-0.06353139892578241,0.06353139892578241
2024-06-11,19.795642,19.833334,-0.03769196911621009,0.03769196911621009
2024-06-12,20.38027,19.831089,0.5491809802246088,0.5491809802246088
2024-06-13,19.929468,20.048506,-0.11903778308105473,0.11903778308105473
2024-06-14,19.704368,20.021715,-0.31734716418457154,0.31734716418457154
2024-06-15,19.79396,19.900558,-0.10659847167968906,0.10659847167968906
2024-06-16,19.79396,19.859026,-0.06506595520019687,0.06506595520019687
2024-06-17,19.8647,19.85029,0.014409701538085073,0.014409701538085073
2024-06-18,19.733825,19.872171,-0.13834640197753956,0.13834640197753956
2024-06-19,19.799315,19.844904,-0.045588945922851565,0.045588945922851565
2024-06-20,19.724636,19.841923,-0.11728676000976535,0.11728676000976535
2024-06-21,19.454084,19.81495,-0.36086694299316235,0.36086694299316235
2024-06-22,19.386125,19.684689,-0.29856356811523455,0.29856356811523455
2024-06-23,19.385385,19.563665,-0.17828039001464902,0.17828039001464902
2024-06-24,19.339984,19.497011,-0.15702718469238164,0.15702718469238164
2024-06-25,19.443124,19.445086,-0.001961525512694351,0.001961525512694351
2024-06-26,19.445732,19.455803,-0.010070917480469177,0.010070917480469177
2024-06-27,19.646883,19.478163,0.1687202344970693,0.1687202344970693
2024-06-28,19.554311,19.573746,-0.019434727539064056,0.019434727539064056
2024-06-29,19.658569,19.600714,0.05785527014160152,0.05785527014160152
2024-06-30,19.658676,19.645899,0.012777181030273255,0.012777181030273255
2024-07-01,19.764097,19.677097,0.08699967944335896,0.08699967944335896
