fecha,valor_real,valor_predicho,error,error_absoluto
2023-10-26,0.65,1.4834454,-0.833445405960083,0.833445405960083
2023-10-27,2.64,1.371486,1.268514051437378,1.268514051437378
2023-10-28,2.1399999999999997,2.3788252,-0.2388251876831058,0.2388251876831058
2023-10-29,1.57,1.9337285,-0.3637284564971923,0.3637284564971923
2023-10-30,2.62,1.7679278,0.8520722341537477,0.8520722341537477
2023-10-31,2.7400000000000007,2.2662878,0.4737121963500983,0.4737121963500983
2023-11-01,3.4799999999999995,2.2181551,1.261844854354858,1.261844854354858
2023-11-02,2.49,2.6041431,-0.1141431427001951,0.1141431427001951
2023-11-03,2.5399999999999996,2.007979,0.5320210838317867,0.5320210838317867
2023-11-04,2.55,2.201978,0.34802203178405744,0.34802203178405744
2023-11-05,2.17,2.1090512,0.06094877243041985,0.06094877243041985
2023-11-06,1.22,1.906169,-0.686169056892395,0.686169056892395
2023-11-07,1.33,1.4884652,-0.15846518993377678,0.15846518993377678
2023-11-08,1.2,1.6001874,-0.4001874208450318,0.4001874208450318
2023-11-09,1.3700000000000003,1.5412346,-0.17123461246490446,0.17123461246490446
2023-11-10,0.98,1.6414534,-0.6614533853530884,0.6614533853530884
2023-11-11,2.39,1.4471861,0.9428138875961305,0.9428138875961305
2023-11-12,1.8899999999999997,2.157101,-0.2671009159088138,0.2671009159088138
2023-11-13,2.49,1.7995957,0.6904042863845827,0.6904042863845827
2023-11-14,2.35,2.2232604,0.12673959732055673,0.12673959732055673
2023-11-15,2.13,2.0373437,0.09265625953674306,0.09265625953674306
2023-11-16,1.59,1.9608229,-0.3708229398727416,0.3708229398727416
2023-11-17,1.34,1.670701,-0.3307010269165038,0.3307010269165038
2023-11-18,2.0299999999999994,1.5989717,0.4310282754898065,0.4310282754898065
2023-11-19,1.41,1.9357411,-0.5257410669326783,0.5257410669326783
2023-11-20,2.0099999999999993,1.5901582,0.4198417758941644,0.4198417758941644
2023-11-21,3.04,1.9797972,1.0602027559280396,1.0602027559280396
2023-11-22,2.22,2.4381442,-0.21814420700073223,0.21814420700073223
2023-11-23,2.1899999999999995,1.8316487,0.35835129261016796,0.35835129261016796
2023-11-24,1.28,1.9817795,-0.7017794561386108,0.7017794561386108
2023-11-25,1.49,1.5268317,-0.0368317461013794,0.0368317461013794
2023-11-26,1.4399999999999997,1.6483817,-0.2083817100524905,0.2083817100524905
2023-11-27,1.48,1.600016,-0.12001599788665773,0.12001599788665773
2023-11-28,2.2799999999999994,1.6218286,0.6581714439392083,0.6581714439392083
2023-11-29,1.29,2.0298822,-0.7398821926116943,0.7398821926116943
2023-11-30,2.27,1.5159742,0.7540258359909058,0.7540258359909058
2023-12-01,2.09,2.0830977,0.006902303695678569,0.006902303695678569
2023-12-02,1.13,1.8670404,-0.7370403957366944,0.7370403957366944
2023-12-03,1.8999999999999997,1.4829376,0.417062425613403,0.417062425613403
2023-12-04,2.1599999999999997,1.8317175,0.32828250885009735,0.32828250885009735
2023-12-05,2.0099999999999993,1.9050745,0.1049255228042596,0.1049255228042596
2023-12-06,3.11,1.8446249,1.2653751230239867,1.2653751230239867
2023-12-07,1.18,2.4271722,-1.2471721839904786,1.2471721839904786
2023-12-08,1.42,1.3923326,0.02766744613647454,0.02766744613647454
2023-12-09,0.89,1.631211,-0.7412110424041748,0.7412110424041748
2023-12-10,3.04,1.3714579,1.6685420656204224,1.6685420656204224
2023-12-11,1.3499999999999999,2.365857,-1.0158568859100343,1.0158568859100343
2023-12-12,1.69,1.4333887,0.2566112899780273,0.2566112899780273
2023-12-13,2.2,1.6994889,0.5005111217498781,0.5005111217498781
2023-12-14,2.13,1.9003019,0.22969806671142567,0.22969806671142567
2023-12-15,1.7,1.8690451,-0.16904513835906987,0.16904513835906987
2023-12-16,2.29,1.7013975,0.5886024618148804,0.5886024618148804
