fecha,valor_real,valor_predicho,error,error_absoluto
2024-06-02,18.445516,18.432833,0.012683282104493543,0.012683282104493543
2024-06-03,19.12908,18.439384,0.6896955395507796,0.6896955395507796
2024-06-04,19.432706,18.819551,0.6131545321044918,0.6131545321044918
2024-06-05,19.057103,19.224476,-0.16737286059570167,0.16737286059570167
2024-06-06,19.060509,19.069653,-0.009143557373047173,0.009143557373047173
2024-06-07,19.747346,18.970064,0.7772818367919925,0.7772818367919925
2024-06-08,19.912969,19.439276,0.4736932584228519,0.4736932584228519
2024-06-09,19.912969,19.796694,0.11627519812011755,0.11627519812011755
2024-06-10,19.762465,19.864494,-0.10202932373046991,0.10202932373046991
2024-06-11,19.795642,19.731325,0.06431685046386804,0.06431685046386804
2024-06-12,20.38027,19.70611,0.6741599993896479,0.6741599993896479
2024-06-13,19.929468,20.17875,-0.2492810844726563,0.2492810844726563
2024-06-14,19.704368,20.003315,-0.29894697192382935,0.29894697192382935
2024-06-15,19.79396,19.702103,0.09185733886718594,0.09185733886718594
2024-06-16,19.79396,19.681313,0.1126474389648422,0.1126474389648422
2024-06-17,19.8647,19.71669,0.14800993652343664,0.14800993652343664
2024-06-18,19.733825,19.78137,-0.04754516296386768,0.04754516296386768
2024-06-19,19.799315,19.697598,0.10171749633789062,0.10171749633789062
2024-06-20,19.724636,19.706766,0.017869871459961217,0.017869871459961217
2024-06-21,19.454084,19.665339,-0.21125451623534985,0.21125451623534985
2024-06-22,19.386125,19.437899,-0.05177363586425798,0.05177363586425798
2024-06-23,19.385385,19.30253,0.08285471130371036,0.08285471130371036
2024-06-24,19.339984,19.278913,0.06107050207519649,0.06107050207519649
2024-06-25,19.443124,19.24808,0.19504470007324315,0.19504470007324315
2024-06-26,19.445732,19.3136,0.13213145983886676,0.13213145983886676
2024-06-27,19.646883,19.345776,0.3011073957519521,0.3011073957519521
2024-06-28,19.554311,19.502628,0.05168267358398282,0.05168267358398282
2024-06-29,19.658569,19.493135,0.16543354772949215,0.16543354772949215
2024-06-30,19.658676,19.547499,0.11117729699707013,0.11117729699707013
2024-07-01,19.764097,19.573948,0.19014909350585896,0.19014909350585896
2024-07-02,19.583278,19.6589,-0.0756213072509766,0.0756213072509766
2024-07-03,19.599613,19.549818,0.04979496105957182,0.04979496105957182
2024-07-04,19.53951,19.508837,0.03067325378417962,0.03067325378417962
2024-07-05,19.636813,19.46342,0.1733921320800782,0.1733921320800782
2024-07-06,19.657129,19.52486,0.13226861791992306,0.13226861791992306
2024-07-07,19.657129,19.569656,0.08747262792968868,0.08747262792968868
2024-07-08,19.506369,19.577272,-0.07090341516113341,0.07090341516113341
2024-07-09,19.405418,19.458418,-0.05299989245605374,0.05299989245605374
2024-07-10,19.302023,19.33422,-0.032197886230470374,0.032197886230470374
2024-07-11,19.396583,19.22287,0.17371312695312469,0.17371312695312469
2024-07-12,19.295721,19.26319,0.03253168420410191,0.03253168420410191
2024-07-13,19.242902,19.216427,0.026475150634766464,0.026475150634766464
2024-07-14,19.242902,19.149738,0.09316368823242271,0.09316368823242271
2024-07-15,19.47127,19.1304,0.34087029602050833,0.34087029602050833
2024-07-16,19.289469,19.29896,-0.009490732055663642,0.009490732055663642
2024-07-17,19.424414,19.235153,0.18926080175781124,0.18926080175781124
2024-07-18,19.419589,19.28534,0.13424964453124844,0.13424964453124844
2024-07-19,19.45536,19.315306,0.1400542901611317,0.1400542901611317
2024-07-20,19.676375,19.347593,0.328781692504883,0.328781692504883
2024-07-21,19.676375,19.526852,0.1495233459472658,0.1495233459472658
2024-07-22,19.528543,19.597307,-0.06876420520019622,0.06876420520019622
2024-07-23,19.617134,19.485046,0.13208761328125007,0.13208761328125007
2024-07-24,19.958583,19.503616,0.45496666699218835,0.45496666699218835
